Index,Temp,variable,Harbour porpoise,Seals,Sharks,Rays,Cod (adult),Whiting (adult),Other gadoids,Demersal fish,Herring (adult),Herring (adult) (Ru),Juvenile Herring (Ru),Sprat,Mackerel,Mackerel (Ru),Horse mackerel,Sandeels,Plaice (adult),Dab,Other flatfish,Sole (adult),Sea Bass,Sea Bass (Ru),Pelagic fish,Squid & cuttlefish,Carnivorous plankton,Temora longicornis,Herbivorous plankton (copepods),Gelatinous zooplankton,Large crabs + shrimps ,Blue mussels (aquaculture),Epifaunal macrobenthos (mobile grazers),Infaunal macrobenthos,Crangon (below 5cm),Small mobile epifauna (swarming crustaceans),Small infauna (polychaetes),Sessile epifauna
646,21.5,21.51666667,0.451920684,0.283709058,0.962081759,0.419074564,4.16E-06,0,0.021817642,0.004253104,0.038766158,0.000824616,0.000824616,0.20140335,0.718919199,0.000957992,0.91661127,9.19E-06,0.005413533,6.69E-07,0.014956258,0.63377862,0.965229624,0.302795559,0.997988048,0.999452983,8.94E-05,9.52E-06,0.845424539,0.817057292,0.078194257,0.615152747,0.129841915,0.202358435,0.44695967,0.000425479,0.833247749,0.548829646
647,21.53333333,21.55,0.444466054,0.277936255,0.960696631,0.409352216,3.94E-06,0,0.020963591,0.004028077,0.037624979,0.000792749,0.000792749,0.193896951,0.703976851,0.000928881,0.9137375,8.70E-06,0.005218729,6.28E-07,0.014335264,0.62254182,0.964071478,0.294065096,0.997880276,0.999427942,8.59E-05,8.88E-06,0.840578994,0.811882752,0.075217969,0.607917758,0.125992441,0.196437864,0.4391746,0.000407943,0.828177533,0.54129679
648,21.56666667,21.58333333,0.437036337,0.27223627,0.959263047,0.399700231,3.72E-06,0,0.020142283,0.003814912,0.036516117,0.000762112,0.000762112,0.186604947,0.68858425,0.000900654,0.910774334,8.23E-06,0.005030899,5.89E-07,0.013739693,0.611171765,0.962876241,0.285483285,0.997766744,0.999401756,8.26E-05,8.28E-06,0.83561109,0.806596495,0.072346075,0.600635056,0.122241062,0.190649112,0.43141935,0.00039113,0.822985903,0.533745012
649,21.6,21.61666667,0.429634766,0.266610021,0.957779471,0.39012551,3.52E-06,0,0.019352516,0.003612985,0.035438731,0.000732659,0.000732659,0.179526103,0.672763315,0.000873284,0.907719662,7.79E-06,0.004849796,5.52E-07,0.013168536,0.599679453,0.961642823,0.277053629,0.997647146,0.999374371,7.93E-05,7.72E-06,0.830519589,0.801198063,0.069575584,0.593307578,0.118586223,0.184991676,0.423697585,0.00037501,0.817671942,0.526177736
650,21.63333333,21.65,0.422264524,0.261058338,0.956244331,0.380634717,3.33E-06,0,0.018593128,0.003421711,0.034391998,0.000704343,0.000704343,0.172658793,0.656539532,0.000846745,0.904571369,7.38E-06,0.004675182,5.18E-07,0.012620817,0.588076406,0.960370112,0.268779249,0.997521159,0.999345734,7.62E-05,7.20E-06,0.825303361,0.795687115,0.066903536,0.585938339,0.115026338,0.179464896,0.416012906,0.000359554,0.812234852,0.518598415
651,21.66666667,21.68333333,0.414928738,0.255581971,0.954656015,0.371234269,3.15E-06,0,0.017862995,0.003240529,0.033375113,0.000677121,0.000677121,0.166001026,0.639941884,0.000821012,0.901327342,6.98E-06,0.004506827,4.85E-07,0.012095601,0.576374625,0.959056969,0.260662888,0.997388443,0.999315787,7.32E-05,6.71E-06,0.819961391,0.790063429,0.064327014,0.578530425,0.111559794,0.174067968,0.408368841,0.000344735,0.806673961,0.511010526
652,21.7,21.71666667,0.407630475,0.250181591,0.953012877,0.361930317,2.98E-06,0,0.017161032,0.003068912,0.032387285,0.00065095,0.00065095,0.159550475,0.623002726,0.000796061,0.897985474,6.61E-06,0.004344507,4.55E-07,0.011591985,0.564586549,0.957702232,0.252706916,0.997248642,0.99928447,7.04E-05,6.26E-06,0.814492789,0.784326908,0.06184314,0.571086994,0.108184949,0.16879995,0.400768843,0.000330526,0.800988729,0.503417559
653,21.73333333,21.75,0.400372737,0.244857786,0.951313233,0.352728734,2.81E-06,0,0.016486192,0.002906357,0.031427745,0.00062579,0.00062579,0.153304507,0.605757601,0.000771867,0.894543666,6.26E-06,0.004188009,4.27E-07,0.011109102,0.552725,0.956304712,0.244913335,0.997101378,0.999251721,6.76E-05,5.84E-06,0.808896793,0.778477587,0.059449082,0.563611265,0.104900144,0.163659772,0.39321628,0.000316903,0.79517876,0.495823016
654,21.76666667,21.78333333,0.393158455,0.239611068,0.949555362,0.3436351,2.66E-06,0,0.015837461,0.002752389,0.030495737,0.000601602,0.000601602,0.147260209,0.588244992,0.000748408,0.890999832,5.92E-06,0.004037126,4.00E-07,0.010646117,0.540803133,0.954863193,0.237283792,0.996946256,0.999217475,6.50E-05,5.44E-06,0.803172782,0.772515638,0.057142058,0.556106515,0.101703701,0.158646245,0.385714431,0.000303841,0.789243803,0.488230399
655,21.8,21.81666667,0.385990488,0.234441871,0.94773751,0.334654695,2.52E-06,0,0.015213863,0.002606555,0.029590523,0.000578348,0.000578348,0.141414417,0.570506023,0.000725661,0.887351904,5.61E-06,0.003891657,3.75E-07,0.010202229,0.528834377,0.953376437,0.229819586,0.99678286,0.999181662,6.24E-05,5.08E-06,0.797320282,0.766441371,0.054919334,0.548576076,0.098593929,0.153758065,0.378266482,0.000291317,0.783183764,0.48064321
656,21.83333333,21.85,0.378871614,0.229350554,0.945857883,0.32579249,2.38E-06,0,0.014614454,0.00246843,0.028711384,0.000555993,0.000555993,0.135763738,0.552584095,0.000703605,0.883597841,5.31E-06,0.00375141,3.52E-07,0.009776666,0.516832373,0.951843178,0.222521677,0.99661075,0.999144211,6.00E-05,4.73E-06,0.791338972,0.760255246,0.052778231,0.541023324,0.095569127,0.148993827,0.37087552,0.00027931,0.776998711,0.473064937
657,21.86666667,21.88333333,0.371804532,0.224337404,0.943914656,0.317053138,2.25E-06,0,0.014038325,0.002337607,0.027857614,0.000534501,0.000534501,0.130304584,0.534524488,0.000682219,0.879735627,5.02E-06,0.003616199,3.30E-07,0.009368686,0.504810919,0.950262128,0.215390703,0.996429466,0.999105049,5.76E-05,4.41E-06,0.785228694,0.753957871,0.050716121,0.533451676,0.092627589,0.144352029,0.363544529,0.000267797,0.770688878,0.465499056
658,21.9,21.91666667,0.364791852,0.219402635,0.941905967,0.308440967,2.13E-06,0,0.013484597,0.002213702,0.027028526,0.000513839,0.000513839,0.125033188,0.516373913,0.000661483,0.875763283,4.76E-06,0.003485845,3.09E-07,0.008977577,0.4927839,0.948631971,0.208426987,0.996238522,0.999064095,5.54E-05,4.12E-06,0.77898946,0.74755001,0.048730436,0.525864586,0.089767603,0.139831082,0.356276385,0.000256758,0.764254677,0.457949016
659,21.93333333,21.95,0.357836096,0.214546392,0.939829924,0.299959984,2.01E-06,0,0.012952423,0.002096351,0.026223447,0.000493976,0.000493976,0.119945632,0.498180034,0.000641377,0.87167887,4.50E-06,0.003360173,2.90E-07,0.008602653,0.480765227,0.946951368,0.201630555,0.996037408,0.99902127,5.32E-05,3.84E-06,0.772621457,0.741032585,0.046818662,0.518265534,0.086987457,0.135429315,0.349073851,0.000246175,0.7576967,0.45041824
660,21.96666667,21.98333333,0.350939695,0.209768752,0.9376846,0.291613864,1.90E-06,0,0.012440987,0.001985208,0.025441721,0.000474881,0.000474881,0.115037869,0.479990973,0.000621881,0.867480497,4.26E-06,0.003239018,2.72E-07,0.008243257,0.468768773,0.945218956,0.195001148,0.995825585,0.998976487,5.11E-05,3.58E-06,0.76612506,0.734406681,0.044978344,0.510658024,0.08428544,0.131144985,0.341939581,0.000236028,0.751015727,0.442910114
661,22,22.01666667,0.344104985,0.205069726,0.935468038,0.283405952,1.80E-06,0,0.0119495,0.001879947,0.024682708,0.000456523,0.000456523,0.110305747,0.461854802,0.000602978,0.863166325,4.03E-06,0.003122217,2.55E-07,0.007898756,0.456808309,0.943433348,0.188538234,0.99560249,0.998929657,4.91E-05,3.34E-06,0.759500829,0.72767355,0.043207084,0.503045573,0.081659847,0.126976286,0.334876105,0.000226298,0.744212728,0.435427985
662,22.03333333,22.05,0.337334203,0.200449261,0.933178251,0.27533927,1.70E-06,0,0.011477205,0.001780257,0.023945783,0.000438874,0.000438874,0.105745021,0.443819033,0.000584649,0.858734577,3.82E-06,0.003009615,2.39E-07,0.007568542,0.44489744,0.941593135,0.182241029,0.995367527,0.998880686,4.72E-05,3.11E-06,0.752749527,0.72083461,0.041502546,0.495431711,0.079108978,0.12292135,0.327885839,0.00021697,0.737288872,0.427975149
663,22.06666667,22.08333333,0.330629489,0.195907245,0.930813224,0.267416508,1.61E-06,0,0.011023368,0.001685844,0.023230335,0.000421908,0.000421908,0.101351384,0.425930128,0.000566876,0.854183542,3.61E-06,0.002901063,2.24E-07,0.007252033,0.433049543,0.939696882,0.176108505,0.995120071,0.998829478,4.54E-05,2.90E-06,0.745872117,0.71389145,0.039862452,0.487819966,0.076631144,0.11897826,0.320971074,0.000208026,0.730245531,0.420554854
664,22.1,22.11666667,0.323992882,0.191443505,0.928370917,0.25964004,1.52E-06,0,0.010587285,0.001596431,0.02253577,0.000405597,0.000405597,0.097120473,0.408233026,0.000549644,0.849511584,3.42E-06,0.002796414,2.10E-07,0.006948666,0.421277712,0.937743136,0.170139409,0.994859465,0.99877593,4.36E-05,2.71E-06,0.738869769,0.706845836,0.038284581,0.480213866,0.074224664,0.11514505,0.314133978,0.000199451,0.723084279,0.413170287
665,22.13333333,22.15,0.317426316,0.187057811,0.925849265,0.252011918,1.44E-06,0,0.010168276,0.001511752,0.021861506,0.000389917,0.000389917,0.093047894,0.390770704,0.000532935,0.844717148,3.24E-06,0.002695531,1.97E-07,0.006657905,0.409594696,0.93573042,0.164332277,0.994585017,0.998719935,4.19E-05,2.52E-06,0.731743869,0.699699702,0.036766776,0.472616927,0.071887872,0.11141972,0.307376594,0.000191229,0.715806902,0.405824572
666,22.16666667,22.18333333,0.310931624,0.182749879,0.923246178,0.244533885,1.36E-06,0,0.009765687,0.001431559,0.021206979,0.000374842,0.000374842,0.089129232,0.373583784,0.000516734,0.83979877,3.07E-06,0.002598278,1.85E-07,0.006379233,0.39801285,0.933657237,0.158685452,0.994296001,0.998661383,4.02E-05,2.35E-06,0.72449602,0.692455163,0.035306935,0.465032648,0.069619117,0.107800233,0.30070084,0.000183346,0.708415396,0.398520765
667,22.2,22.21666667,0.304510534,0.178519371,0.92055955,0.237207381,1.29E-06,0,0.009378886,0.001355614,0.020571636,0.00036035,0.00036035,0.085360071,0.356710183,0.000501025,0.834755084,2.90E-06,0.002504524,1.74E-07,0.006112153,0.386544084,0.931522074,0.153197092,0.993991652,0.998600156,3.87E-05,2.19E-06,0.717128047,0.685114505,0.033903018,0.457464504,0.067416761,0.104284527,0.294108508,0.000175788,0.700911973,0.391261849
668,22.23333333,22.25,0.298164669,0.174365902,0.917787256,0.230033547,1.22E-06,0,0.009007266,0.001283692,0.019954939,0.000346418,0.000346418,0.081736,0.340184825,0.000485794,0.829584828,2.75E-06,0.002414145,1.63E-07,0.005856189,0.375199817,0.929323394,0.147865193,0.993671168,0.998536132,3.71E-05,2.05E-06,0.709641998,0.677680193,0.032553041,0.449915943,0.065279188,0.100870516,0.287601262,0.000168542,0.693299057,0.384050729
669,22.26666667,22.28333333,0.291895546,0.170289036,0.914927156,0.223013241,1.15E-06,0,0.008650242,0.001215582,0.019356365,0.000333025,0.000333025,0.078252629,0.324039404,0.000471025,0.824286855,2.60E-06,0.00232702,1.53E-07,0.005610883,0.363990939,0.927059647,0.142687597,0.993333703,0.998469185,3.57E-05,1.91E-06,0.702040149,0.670154863,0.03125508,0.442390372,0.063204796,0.097556098,0.28118064,0.000161594,0.68557929,0.376890227
670,22.3,22.31666667,0.285704577,0.166288293,0.911977098,0.216147039,1.09E-06,0,0.008307251,0.001151081,0.018775401,0.000320149,0.000320149,0.074905601,0.30830221,0.000456705,0.818860139,2.46E-06,0.002243033,1.43E-07,0.005375797,0.352927769,0.924729266,0.137662009,0.992978372,0.998399181,3.43E-05,1.78E-06,0.694325005,0.662541327,0.030007266,0.434891162,0.061192008,0.094339159,0.274848057,0.000154933,0.677755528,0.369783081
671,22.33333333,22.35,0.279593069,0.16236315,0.908934924,0.209435255,1.03E-06,0,0.00797775,0.001089999,0.018211551,0.000307771,0.000307771,0.071690598,0.29299802,0.00044282,0.813303784,2.33E-06,0.00216207,1.34E-07,0.00515051,0.34202003,0.922330668,0.132786012,0.992604241,0.998325981,3.29E-05,1.66E-06,0.6864993,0.654842565,0.028807788,0.427421632,0.059239265,0.091217577,0.268604799,0.000148546,0.669830844,0.362731939
672,22.36666667,22.38333333,0.273562225,0.158513042,0.905798469,0.202877942,9.73E-07,0,0.007661218,0.001032156,0.017664329,0.000295871,0.000295871,0.068603351,0.278148039,0.000429358,0.807617035,2.21E-06,0.002084023,1.26E-07,0.004934618,0.331276818,0.919862261,0.128057075,0.992210332,0.99824944,3.17E-05,1.55E-06,0.678565997,0.647061729,0.027654889,0.419985049,0.05734503,0.088189226,0.262452031,0.000142422,0.661808519,0.355739355
673,22.4,22.41666667,0.267613143,0.154737366,0.902565569,0.196474912,9.21E-07,0,0.007357152,0.000977378,0.017133262,0.000284432,0.000284432,0.065639652,0.263769902,0.000416304,0.80179928,2.09E-06,0.002008788,1.18E-07,0.004727732,0.320706582,0.917322437,0.123472573,0.991795617,0.998169405,3.04E-05,1.44E-06,0.670528286,0.639202131,0.026546869,0.41258462,0.055507792,0.085251984,0.256390794,0.000136551,0.653692048,0.348807788
674,22.43333333,22.45,0.261746818,0.151035482,0.899234061,0.190225741,8.71E-07,0,0.007065068,0.000925505,0.016617892,0.000273434,0.000273434,0.062795354,0.249877723,0.000403647,0.795850066,1.98E-06,0.001936264,1.11E-07,0.00452948,0.310317107,0.914709581,0.119029793,0.991359014,0.998085718,2.92E-05,1.35E-06,0.662389585,0.631267247,0.025482079,0.405223488,0.053726061,0.082403728,0.250422012,0.000130921,0.64548513,0.3419396
675,22.46666667,22.48333333,0.255964146,0.147406716,0.895801792,0.184129788,8.23E-07,0,0.0067845,0.000876383,0.016117771,0.000262862,0.000262862,0.060066382,0.236482196,0.000391375,0.789769101,1.87E-06,0.001866353,1.04E-07,0.004339505,0.300115507,0.912022071,0.114725949,0.990899391,0.997998214,2.81E-05,1.25E-06,0.654153534,0.623260708,0.024458925,0.397904726,0.051998373,0.079642347,0.244546486,0.000125524,0.637191666,0.335137048
676,22.5,22.51666667,0.25026592,0.143850362,0.892266621,0.178186199,7.79E-07,0,0.006515002,0.000829866,0.015632461,0.000252698,0.000252698,0.057448736,0.223590732,0.000379475,0.783556265,1.77E-06,0.001798962,9.73E-08,0.004157465,0.290108209,0.909258278,0.110558193,0.990415556,0.997906717,2.70E-05,1.17E-06,0.645823995,0.615186295,0.023475862,0.390631335,0.050323288,0.07696574,0.238764903,0.00012035,0.628815755,0.328402291
677,22.53333333,22.55,0.244652835,0.140365684,0.888626422,0.172393926,7.36E-07,0,0.006256141,0.000785816,0.015161539,0.000242927,0.000242927,0.054938498,0.211207627,0.000367938,0.777211618,1.68E-06,0.001734,9.12E-08,0.003983031,0.28030096,0.906416571,0.106523624,0.98990626,0.997811048,2.59E-05,1.09E-06,0.637405042,0.607047935,0.022531399,0.383406233,0.048699392,0.074371818,0.233077837,0.000115388,0.620361684,0.32173738
678,22.56666667,22.58333333,0.23912549,0.136951916,0.884879094,0.166751737,6.96E-07,0,0.006007503,0.000744102,0.014704591,0.000233534,0.000233534,0.052531832,0.199334259,0.000356751,0.770735408,1.59E-06,0.00167138,8.56E-08,0.003815888,0.270698827,0.903495316,0.102619301,0.989370191,0.997711017,2.49E-05,1.02E-06,0.628900959,0.598849693,0.021624091,0.376232258,0.047125298,0.071858512,0.227485749,0.000110631,0.611833924,0.315144261
679,22.6,22.61666667,0.233684388,0.133608269,0.881022563,0.161258227,6.58E-07,0,0.00576869,0.000704601,0.014261216,0.000224504,0.000224504,0.050224991,0.187969311,0.000345904,0.764128073,1.50E-06,0.001611018,8.02E-08,0.003655733,0.2613062,0.900492884,0.098842249,0.988805975,0.997606425,2.39E-05,9.49E-07,0.620316233,0.590595762,0.020752544,0.369112161,0.045599645,0.069423769,0.221988993,0.00010607,0.60323712,0.308624773
680,22.63333333,22.65,0.228329941,0.130333928,0.877054789,0.155911832,6.23E-07,0,0.005539317,0.000667196,0.013831021,0.000215823,0.000215823,0.048014317,0.177108998,0.000335386,0.757390258,1.42E-06,0.001552832,7.52E-08,0.003502276,0.252126808,0.897407648,0.09518947,0.988212167,0.997497066,2.30E-05,8.85E-07,0.611655544,0.582290461,0.019915408,0.362048599,0.044121096,0.067065561,0.216587818,0.000101698,0.594576084,0.302180646
681,22.66666667,22.68333333,0.223062469,0.127128056,0.872973772,0.150710843,5.89E-07,0,0.005319015,0.000631775,0.013413627,0.000207478,0.000207478,0.045896245,0.166747312,0.000325189,0.750522812,1.35E-06,0.001496745,7.06E-08,0.003355239,0.243163729,0.894237988,0.091657952,0.987587255,0.997382723,2.21E-05,8.25E-07,0.60292376,0.573938222,0.019111383,0.35504414,0.042688344,0.064781881,0.21128237,9.75E-05,0.585855783,0.295813502
682,22.7,22.71666667,0.217882204,0.123989799,0.868777558,0.145653413,5.57E-07,0,0.00510743,0.000598234,0.013008663,0.000199455,0.000199455,0.043867303,0.156876265,0.000315301,0.743526799,1.27E-06,0.00144268,6.62E-08,0.003214355,0.234419411,0.890982296,0.088244675,0.986929653,0.997263172,2.12E-05,7.70E-07,0.594125924,0.565543583,0.018339211,0.34810125,0.041300108,0.062570748,0.206072696,9.35E-05,0.577081331,0.289524856
683,22.73333333,22.75,0.212789294,0.120918279,0.864464247,0.140737573,5.27E-07,0,0.004904221,0.000566472,0.012615769,0.000191743,0.000191743,0.041924113,0.147486132,0.000305714,0.736403504,1.21E-06,0.001390566,6.20E-08,0.003079369,0.225895689,0.887638977,0.084946619,0.986237698,0.997138175,2.04E-05,7.18E-07,0.585267245,0.557111179,0.017597677,0.341222299,0.039955134,0.060430209,0.20095875,8.96E-05,0.568257975,0.283316111
684,22.76666667,22.78333333,0.207783801,0.117912607,0.860031999,0.13596124,4.98E-07,0,0.004709058,0.000536396,0.012234594,0.000184328,0.000184328,0.040063393,0.138565689,0.000296418,0.729154434,1.14E-06,0.001340332,5.82E-08,0.002950034,0.217593809,0.88420645,0.081760771,0.985509647,0.997007486,1.96E-05,6.69E-07,0.576353085,0.548645728,0.016885611,0.334409552,0.038652194,0.058358338,0.195940392,8.59E-05,0.559391087,0.277188565
685,22.8,22.81666667,0.202865711,0.114971876,0.85547904,0.131322233,4.71E-07,0,0.004521626,0.000507915,0.011864798,0.000177201,0.000177201,0.038281959,0.130102444,0.000287405,0.721781328,1.08E-06,0.00129191,5.46E-08,0.002826116,0.209514454,0.880683159,0.078684131,0.984743678,0.996870848,1.88E-05,6.24E-07,0.56738895,0.540152028,0.016201883,0.327665172,0.037390088,0.056353242,0.191017394,8.24E-05,0.550486145,0.271143407
686,22.83333333,22.85,0.19803493,0.112095166,0.850803672,0.126818276,4.45E-07,0,0.004341622,0.000480946,0.011506049,0.000170348,0.000170348,0.036576718,0.122082856,0.000278666,0.714286155,1.02E-06,0.001245235,5.12E-08,0.00270739,0.201657769,0.877067568,0.075713719,0.983937879,0.996727992,1.81E-05,5.82E-07,0.558380474,0.531634939,0.015545403,0.320991215,0.036167643,0.054413057,0.186189444,7.90E-05,0.541548729,0.265181718
687,22.86666667,22.88333333,0.193291289,0.109281546,0.846004279,0.122447018,4.21E-07,0,0.004168754,0.000455409,0.011158024,0.000163761,0.000163761,0.034944676,0.114492538,0.000270193,0.706671123,9.69E-07,0.001200245,4.80E-08,0.002593638,0.194023391,0.87335817,0.072846576,0.98309025,0.996578636,1.74E-05,5.43E-07,0.549333409,0.523099379,0.014915118,0.314389629,0.034983713,0.052535951,0.18145615,7.57E-05,0.532584497,0.259304476
688,22.9,22.91666667,0.188634548,0.106530076,0.841079336,0.118206034,3.98E-07,0,0.004002741,0.000431227,0.010820411,0.000157429,0.000157429,0.033382932,0.10731645,0.000261977,0.698938674,9.17E-07,0.001156878,4.50E-08,0.002484653,0.186610478,0.869553491,0.070079775,0.9821987,0.996422487,1.67E-05,5.06E-07,0.540253604,0.514550304,0.014310018,0.307862255,0.033837177,0.050720127,0.176817041,7.26E-05,0.523599178,0.253512552
689,22.93333333,22.95,0.184064398,0.103839806,0.836027415,0.11409284,3.77E-07,0,0.003843314,0.000408328,0.010492905,0.000151341,0.000151341,0.031888679,0.100539072,0.000254011,0.691091494,8.68E-07,0.001115076,4.22E-08,0.002380237,0.179417738,0.865652093,0.06741042,0.981261039,0.996259239,1.61E-05,4.72E-07,0.531146998,0.505992707,0.013729123,0.301410824,0.032726943,0.048963821,0.172271574,6.96E-05,0.514598558,0.247806717
690,22.96666667,22.98333333,0.179580465,0.101209778,0.830847198,0.110104902,3.56E-07,0,0.003690213,0.000386645,0.01017521,0.000145489,0.000145489,0.030459202,0.094144568,0.000246287,0.683132504,8.22E-07,0.001074783,3.96E-08,0.002280199,0.172443459,0.861652575,0.064835652,0.980274981,0.99608857,1.54E-05,4.40E-07,0.522019601,0.497431597,0.013171494,0.295036957,0.031651944,0.047265303,0.167819136,6.68E-05,0.505588458,0.242187639
691,23,23.01666667,0.175182312,0.098639032,0.825537478,0.106239639,3.37E-07,0,0.003543189,0.000366113,0.009867037,0.000139863,0.000139863,0.02909188,0.088116926,0.000238798,0.675064868,7.78E-07,0.001035945,3.71E-08,0.002184357,0.165685544,0.857553585,0.062352653,0.979238133,0.995910146,1.48E-05,4.10E-07,0.512877475,0.488871992,0.012636224,0.288742167,0.030611138,0.045622879,0.163459049,6.40E-05,0.496574727,0.236655888
692,23.03333333,23.05,0.170869441,0.096126599,0.820097175,0.102494439,3.18E-07,0,0.003402003,0.000346671,0.009568108,0.000134454,0.000134454,0.027784177,0.082440083,0.000231536,0.666891984,7.36E-07,0.000998509,3.48E-08,0.002092534,0.159141537,0.853353818,0.059958649,0.978147998,0.995723619,1.42E-05,3.83E-07,0.503726725,0.480318908,0.01212244,0.282527856,0.029603511,0.04403489,0.159190571,6.14E-05,0.487563222,0.231211937
693,23.06666667,23.08333333,0.166641298,0.09367151,0.814525341,0.098866661,3.01E-07,0,0.003266424,0.000328261,0.00927815,0.000129255,0.000129255,0.026533651,0.077098044,0.000224495,0.65861749,6.97E-07,0.000962424,3.26E-08,0.002004564,0.152808656,0.849052024,0.057650909,0.977001968,0.995528623,1.37E-05,3.57E-07,0.494573479,0.471777345,0.011629299,0.276395316,0.028628072,0.042499712,0.155012903,5.88E-05,0.478559794,0.225856163
694,23.1,23.11666667,0.162497275,0.091272793,0.808821168,0.095353646,2.85E-07,0,0.003136232,0.000310828,0.0089969,0.000124256,0.000124256,0.025337942,0.072074973,0.000217669,0.650245252,6.60E-07,0.000927642,3.06E-08,0.001920284,0.146683825,0.844647013,0.055426755,0.975797321,0.995324777,1.31E-05,3.33E-07,0.485423868,0.463252275,0.011155993,0.270345731,0.027683857,0.041015759,0.150925191,5.64E-05,0.469570274,0.220588854
695,23.13333333,23.15,0.158436713,0.088929474,0.802983998,0.091952721,2.69E-07,0,0.003011213,0.000294321,0.0087241,0.000119451,0.000119451,0.024194777,0.06735528,0.00021105,0.641779364,6.24E-07,0.000894116,2.87E-08,0.001839542,0.140763697,0.840137656,0.053283556,0.97453122,0.995111683,1.26E-05,3.10E-07,0.476284017,0.454748633,0.010701742,0.264380178,0.026769926,0.039581478,0.146926529,5.41E-05,0.460600457,0.215410204
696,23.16666667,23.18333333,0.154458905,0.086640581,0.797013333,0.088661207,2.55E-07,0,0.002891163,0.00027869,0.008459501,0.000114832,0.000114832,0.023101966,0.062923689,0.000204632,0.633224144,5.91E-07,0.0008618,2.69E-08,0.001762188,0.13504469,0.835522897,0.051218735,0.973200705,0.994888927,1.21E-05,2.89E-07,0.467160023,0.446271303,0.010265795,0.258499627,0.025885363,0.038195356,0.143015964,5.19E-05,0.451656085,0.210320324
697,23.2,23.21666667,0.150563098,0.084405142,0.790908841,0.085476424,2.41E-07,0,0.002775886,0.000263889,0.008202861,0.000110391,0.000110391,0.022057398,0.058765299,0.000198409,0.624584123,5.60E-07,0.000830652,2.52E-08,0.001688082,0.129523013,0.830801752,0.049229768,0.971802693,0.994656074,1.17E-05,2.70E-07,0.458057943,0.437825109,0.009847429,0.252704943,0.025029278,0.036855911,0.1391925,4.97E-05,0.442742838,0.205319239
698,23.23333333,23.25,0.146748499,0.082222189,0.784670365,0.082395698,2.28E-07,0,0.002665193,0.000249874,0.007953945,0.000106122,0.000106122,0.021059042,0.054865632,0.000192376,0.61586404,5.30E-07,0.000800628,2.37E-08,0.001617087,0.124194687,0.825973317,0.047314187,0.970333976,0.994412673,1.12E-05,2.52E-07,0.448983772,0.429414803,0.009445951,0.246996886,0.024200802,0.035561702,0.135455097,4.77E-05,0.433866313,0.200406893
699,23.26666667,23.28333333,0.143014274,0.080090754,0.778297932,0.079416365,2.15E-07,0,0.002558903,0.000236604,0.007712523,0.000102018,0.000102018,0.020104945,0.051210666,0.000186525,0.607068834,5.01E-07,0.000771689,2.22E-08,0.001549074,0.119055579,0.821036773,0.045469578,0.968791214,0.99415825,1.08E-05,2.35E-07,0.439943433,0.421045054,0.009060692,0.241376117,0.02339909,0.034311321,0.13180268,4.57E-05,0.425032015,0.19558315
700,23.3,23.31666667,0.139359551,0.078009875,0.771791761,0.076535776,2.04E-07,0,0.002456841,0.000224037,0.007478373,9.81E-05,9.81E-05,0.019193227,0.047786872,0.000180853,0.598203631,4.75E-07,0.000743795,2.08E-08,0.001483917,0.114101419,0.815991393,0.043693586,0.967170936,0.993892313,1.03E-05,2.19E-07,0.430942761,0.41272044,0.008691007,0.235843195,0.022623321,0.033103395,0.12823414,4.38E-05,0.416245343,0.190847802
701,23.33333333,23.35,0.135783427,0.075978596,0.765152269,0.0737513,1.93E-07,0,0.002358841,0.000212138,0.00725128,9.43E-05,9.43E-05,0.01832208,0.044581227,0.000175353,0.589273739,4.49E-07,0.000716909,1.95E-08,0.001421496,0.109327829,0.810836544,0.041983911,0.965469536,0.993614348,9.94E-06,2.04E-07,0.421987484,0.404445436,0.00833628,0.230398582,0.021872696,0.031936588,0.124748335,4.20E-05,0.407511574,0.186200565
702,23.36666667,23.38333333,0.132284964,0.073995964,0.758380083,0.071060333,1.82E-07,0,0.00226474,0.000200871,0.007031035,9.06E-05,9.06E-05,0.017489768,0.041581233,0.000170021,0.58028463,4.25E-07,0.000690994,1.83E-08,0.001361698,0.104730338,0.805571694,0.040338311,0.963683271,0.993323817,9.55E-06,1.90E-07,0.413083216,0.396224408,0.007995913,0.225042647,0.021146438,0.030809597,0.121344096,4.03E-05,0.398835855,0.181641087
703,23.4,23.41666667,0.1288632,0.072061033,0.75147604,0.068460294,1.72E-07,0,0.002174386,0.000190203,0.006817433,8.71E-05,8.71E-05,0.016694622,0.038774924,0.00016485,0.57124193,4.03E-07,0.000666015,1.72E-08,0.001304411,0.100304411,0.80019642,0.038754603,0.961808257,0.993020161,9.18E-06,1.77E-07,0.404235434,0.3880616,0.007669337,0.219775662,0.020443789,0.029721154,0.118020227,3.86E-05,0.390223191,0.17716895
704,23.43333333,23.45,0.125517141,0.070172864,0.7444412,0.065948634,1.63E-07,0,0.002087628,0.0001801,0.006610277,8.38E-05,8.38E-05,0.015935039,0.036150868,0.000159837,0.56215141,3.81E-07,0.000641938,1.61E-08,0.001249532,0.096045457,0.794710409,0.037230661,0.959840471,0.992702795,8.82E-06,1.65E-07,0.395449476,0.379961129,0.007355999,0.214597812,0.019764017,0.028670027,0.114775514,3.70E-05,0.38167843,0.172783674
